Comprehensive Philosophers Table with Metadata,,,,,,,
Ecphantus of Syracuse,4th century BCE,Pythagoreanism,"Atomism, earth's rotation",N/A,"Pythagoras, Democritus",N/A,N/A
Phintys of Sparta,4th Century BCE,Pythagoreanism,"Female virtue, ethics",N/A,Pythagoras,N/A,N/A
Aesara of Lucania,4th - 3rd Century BCE,Pythagoreanism,"Human nature, ethics","""On Human Nature"" (fragments)",Pythagoras,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Socrates,470-399 BCE,Socratic method,"Ethics, dialectics, ""know thyself""",No written works,"Anaxagoras, sophists","Plato, Xenophon",N/A
Antisthenes,445-365 BCE,Cynicism,"Virtue, asceticism",N/A,Socrates,Diogenes of Sinope,Socrates
Aristippus,435-356 BCE,Cyrenaicism,Pleasure as highest good,N/A,Socrates,Arete of Cyrene,Socrates
Euclid of Megara,435-365 BCE,Megarian school,"Logic, Eleatic monism",N/A,"Socrates, Parmenides",N/A,Socrates
Phaedo of Elis,5th-4th century BCE,Elian school,N/A,N/A,Socrates,N/A,Socrates
Xenophon,430-354 BCE,Socratic,"Practical ethics, leadership","""Memorabilia,"" ""Symposium,"" ""Apology""",Socrates,N/A,Socrates
Aeschines of Sphettus,5th-4th century BCE,Socratic,Virtue,Socratic dialogues (lost),Socrates,N/A,Socrates
Simon the Shoemaker,5th-4th century BCE,Socratic,Practical ethics,Dialogues (lost),Socrates,N/A,Socrates
Cebes,5th-4th century BCE,Socratic,"Allegory, moral education","""Pinax"" (Table)",Socrates,N/A,Socrates
Crito,5th-4th century BCE,Socratic,"Loyalty, friendship",N/A,Socrates,N/A,Socrates
Arete of Cyrene,5th - 4th Century BCE,Cyrenaic School,Pleasure as highest good,N/A,N/A,Aristippus the Younger,Aristippus
Diotima of Mantinea,5th Century BCE,Platonic influence,Love as ascent to divine,N/A,N/A,Socrates (in Plato's account),N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Diogenes of Sinope,412-323 BCE,Cynic,"Asceticism, critique of convention",N/A,Antisthenes,Crates of Thebes,Antisthenes
Crates of Thebes,365-285 BCE,Cynic,"Simple living, communal property",Poems (fragments),Diogenes,Zeno of Citium,Diogenes
Hipparchia of Maroneia,4th century BCE,Cynic,"Female equality, asceticism",N/A,Crates,N/A,Crates
Metrocles,4th century BCE,Cynic,Practical wisdom,N/A,Crates,N/A,"Theophrastus, Crates"
Menippus,3rd century BCE,Cynic,Satire,Satires (lost),Diogenes,N/A,N/A
Bion of Borysthenes,335-245 BCE,Cynic,Popular ethics,Diatribes (lost),Crates,N/A,N/A
Demonax,2nd century CE,Cynic,Practical ethics,N/A,"Epictetus, Diogenes",N/A,N/A
Oenomaus of Gadara,2nd century CE,Cynic,Anti-divination,"""Detection of Deceivers""",N/A,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Plato,428-348 BCE,Platonism,"Forms, immortal soul, ideal state","""Republic,"" ""Symposium,"" ""Timaeus,"" many dialogues","Socrates, Pythagoras","Aristotle, Speusippus",Socrates
Speusippus,407-339 BCE,Early Academy,Mathematical principles,N/A,Plato,Xenocrates,Plato
Xenocrates,396-314 BCE,Old Academy,"Demonology, ethics, numbers",N/A,Plato,N/A,"Plato, Speusippus"
Polemo,350-267 BCE,Old Academy,Practical ethics,N/A,Xenocrates,"Zeno of Citium, Arcesilaus",Xenocrates
Crantor,335-275 BCE,Old Academy,"Emotion, ethics","""On Grief"" (lost)",Xenocrates,N/A,Xenocrates
Crates of Athens,c. 270 BCE,Old Academy,N/A,N/A,Polemo,N/A,Polemo
Heraclides Ponticus,390-310 BCE,Old Academy,"Astronomy, soul",N/A,"Plato, Speusippus",N/A,Plato
Philippus of Opus,4th century BCE,Old Academy,"Mathematics, astronomy","Completed Plato's ""Laws""",Plato,N/A,Plato
Perictione I,4th Century BCE,Platonism/Pythagoreanism,"Harmony, social ethics","""On Wisdom"" (attributed)","Pythagoras, Plato",N/A,N/A
Perictione II,3rd Century BCE,Platonism/Pythagoreanism,"Ethics, moderation",N/A,"Plato, Pythagoras",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Aristotle,384-322 BCE,Peripatetic,"Logic, virtue ethics, metaphysics","""Nicomachean Ethics,"" ""Metaphysics,"" ""Politics""",Plato,"Theophrastus, Alexander",Plato
Theophrastus,371-287 BCE,Peripatetic,"Botany, ethics, natural philosophy","""Characters,"" ""On Plants""",Aristotle,Strato,Aristotle
Eudemus of Rhodes,350-290 BCE,Peripatetic,"Ethics, physics, theology","""Eudemian Ethics""",Aristotle,N/A,Aristotle
Aristoxenus,4th century BCE,Peripatetic,"Music theory, biography","""Elements of Harmony""","Aristotle, Pythagoreanism",N/A,Aristotle
Dicaearchus,4th century BCE,Peripatetic,"Geography, cultural history","""Life of Greece"" (lost)",Aristotle,N/A,Aristotle
Strato of Lampsacus,335-269 BCE,Peripatetic,"Naturalism, physics",Works on physics (lost),Theophrastus,N/A,Theophrastus
Demetrius of Phalerum,350-280 BCE,Peripatetic,"Rhetoric, politics","""On Style""",Theophrastus,N/A,Theophrastus
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Arcesilaus,316-241 BCE,Middle Academy,Academic skepticism,N/A,"Polemo, Pyrrho",Carneades,Polemo
Carneades,214-129 BCE,Middle Academy,"Probabilism, skepticism",N/A,Arcesilaus,Clitomachus,N/A
Clitomachus,187-109 BCE,Middle Academy,Skepticism,"""Consolation"" (lost)",Carneades,Philo of Larissa,Carneades
Philo of Larissa,160-80 BCE,Middle Academy,Mitigated skepticism,N/A,Clitomachus,Antiochus of Ascalon,Clitomachus
Antiochus of Ascalon,125-68 BCE,Old Academy revival,Syncretic Platonism,N/A,Philo of Larissa,N/A,Philo of Larissa
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Pyrrho of Elis,360-270 BCE,Pyrrhonism,Suspension of judgment (epoché),No written works,Indian philosophy,Timon of Phlius,N/A
Timon of Phlius,320-230 BCE,Pyrrhonism,Skeptical imagery,"""Silloi"" (fragments)",Pyrrho,N/A,Pyrrho
Aenesidemus,1st Century BCE,Pyrrhonism,Skeptical tropes,"""Pyrrhonian Discourses""",Pyrrho,N/A,N/A
Agrippa,1st Century CE,Pyrrhonism,Five modes of skepticism,N/A,Aenesidemus,N/A,N/A
Sextus Empiricus,160-210 CE,Pyrrhonism,"Skeptical tropes, critiques of dogmatism","""Outlines of Pyrrhonism""","Pyrrho, Aenesidemus",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Zeno of Citium,334-262 BCE,Stoicism,"Virtue as knowledge, living with nature",N/A,"Cynics, Academics",Cleanthes,Crates of Thebes
Cleanthes,330-232 BCE,Stoicism,"Cosmic reason, virtue","""Hymn to Zeus""",Zeno of Citium,Chrysippus,Zeno of Citium
Chrysippus,279-206 BCE,Stoicism,"Logic, fate, ethics",Numerous works (fragments),Cleanthes,N/A,Cleanthes
Aristo of Chios,3rd century BCE,Stoicism,"Ethics, indifferents",N/A,Zeno of Citium,N/A,Zeno of Citium
Diogenes of Babylon,230-150 BCE,Stoicism,"Grammar, logic",N/A,Chrysippus,Antipater of Tarsus,N/A
Antipater of Tarsus,2nd century BCE,Stoicism,"Duty, logic",N/A,Diogenes of Babylon,Panaetius,Diogenes of Babylon
Panaetius,185-109 BCE,Stoicism,"Ethics for Romans, duty","""On Duties"" (lost)",Antipater,Posidonius,Antipater of Tarsus
Posidonius,135-51 BCE,Stoicism,"Scientific investigation, passion",N/A,Panaetius,N/A,Panaetius
Athenodorus Cananites,1st century BCE,Stoicism,Political ethics,N/A,Posidonius,N/A,N/A
Arius Didymus,1st century BCE,Stoicism,Doxography,"""Epitome""",N/A,N/A,N/A
Seneca,4 BCE-65 CE,Roman Stoicism,"Practical ethics, tranquility","""Letters to Lucilius,"" ""On Anger""",Early Stoics,N/A,N/A
Cornutus,1st century CE,Stoicism,Allegorical interpretation,"""Greek Theology""",Middle Stoa,Persius,N/A
Musonius Rufus,30-100 CE,Roman Stoicism,"Practical ethics, education","""Lectures""",Early Stoics,Epictetus,N/A
Epictetus,55-135 CE,Roman Stoicism,"Self-discipline, freedom","""Discourses,"" ""Enchiridion""",Early Stoics,Marcus Aurelius,Musonius Rufus
Hierocles the Stoic,2nd century CE,Stoicism,Oikeiosis (appropriation),"""Elements of Ethics"" (fragments)",Early Stoics,N/A,N/A
Marcus Aurelius,121-180 CE,Roman Stoicism,"Inner peace, duty","""Meditations""",Epictetus,N/A,Epictetus (writings)
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Eudorus of Alexandria,1st century BCE,Middle Platonism,"Transcendent One, monism",N/A,Antiochus,N/A,N/A
Thrasyllus,1st century CE,Middle Platonism,Platonic corpus arrangement,N/A,Platonists,N/A,N/A
Theon of Smyrna,c. 70-135 CE,Middle Platonism,"Mathematics, astronomy","""Mathematics Useful for Reading Plato""",Pythagorean tradition,N/A,N/A
Gaius,2nd century CE,Middle Platonism,Systematic Platonism,N/A,N/A,Albinus,N/A
Albinus,2nd century CE,Middle Platonism,Platonic dogmatics,"""Epitome,"" ""Introduction to Plato""",Gaius,N/A,Gaius
Apuleius,c. 124-170 CE,Middle Platonism,"Demonology, magic","""On the God of Socrates,"" ""Metamorphoses""",Platonic tradition,N/A,N/A
Atticus,2nd century CE,Middle Platonism,Anti-Aristotelian Platonism,N/A,Platonist tradition,N/A,N/A
Maximus of Tyre,2nd century CE,Middle Platonism,Popular Platonism,"""Dissertations""",Platonist tradition,N/A,N/A
Celsus,2nd century CE,Middle Platonism,Anti-Christian polemic,"""True Doctrine"" (lost)",Platonist tradition,N/A,N/A
Philo of Alexandria,25 BCE - 50 CE,Hellenistic Judaism,"Logos, allegorical interpretation","""On the Creation,"" ""Allegorical Interpretation""","Plato, Jewish tradition",N/A,N/A
Plutarch,46-120 CE,Middle Platonism,"Ethics, theology, soul","""Moralia,"" ""Parallel Lives""","Plato, Pythagoras",N/A,N/A
Alcinous,2nd Century CE,Middle Platonism,"Divine intellect, forms","""Handbook of Platonism""",Plato,N/A,N/A
Numenius of Apamea,2nd Century CE,Neo-Pythagoreanism,"Triple divinity, emanation","""On the Good"" (fragments)","Plato, Pythagoras",Plotinus,N/A
Origen of Alexandria,c. 184–c. 253 CE,Christian Platonism,"Universal salvation, allegorical exegesis","""On First Principles,"" ""Against Celsus""","Plato, Christian tradition",N/A,Ammonius Saccas
