"Historical Timeline (10,000 BCE - 1240 BCE)",,,,
Late 3rd Century BCE,Taurian-Scythian intermixing,"Taurians, Scythians",Crimea,"Taurians intermixed with the Scythians starting from the end of 3rd century BCE, and were mentioned as Tauroscythians and Scythotaurians in the works of ancient Greek writers. The Taurians underwent the rule of the Pontic Kingdom in the 2nd century BCE. As a result of Roman occupations, Taurians were romanized in the first century AD. Later the Taurians were subsumed by the Alans and Goths, and existed till the 4th century."
325.0,Council of Nicaea,Early Christians,Nicaea,Condemns Arianism and affirms the Nicene Creed.
Mid-4th Century,Rise of Donatism,North African Christians,North Africa,Donatism argues that the validity of sacraments depends on the moral purity of the clergy. It is condemned as schismatic.
385.0,Execution of Priscillian,Priscillianists,Spain,"Priscillianism, an ascetic and Gnostic-influenced movement, emerges in Spain. Priscillian, its leader, is executed for heresy, marking the first instance of capital punishment for heresy."
391.0,Destruction of Serapeum,"Christians, Pagans","Alexandria, Egypt","Theophilus discovers a hidden pagan temple and displays artifacts mockingly, provoking pagan attacks. Christians counter-attack, forcing pagans to retreat to the Serapeum. Emperor orders pardon for pagans but destruction of the temple. Theophilus destroys the Serapeum and Mithraeum, with pagan symbols paraded through the forum. The event symbolizes Christianity's triumph over other religions."
394.0,Epiphanius writes to John of Jerusalem,Church Fathers,Jerusalem,Epiphanius asks for Origen to be condemned.
395.0,Jerome joins anti-Origenists,Church Fathers,Various,"Jerome, initially an admirer of Origen, aligns with the anti-Origenist faction, accusing Origen's teachings of promoting heresy (e.g., the pre-existence of souls and universal salvation)."
397.0,Rufinus publishes Latin translation,Church Fathers,Various,"Rufinus publishes a Latin translation of Origen's ""On First Principles""."
Late 4th Century,Neoplatonism influences Christianity,"Church Fathers, Neoplatonists",Various,"Neoplatonism, particularly through thinkers like Plotinus and Porphyry, influences Christian theology. Church Fathers such as Augustine integrate Neoplatonic ideas about the soul, God, and the nature of reality into Christian doctrine."
399-403,First Origenist Crisis,"Theophilus of Alexandria, Origenist monks",Egypt,"Theophilus of Alexandria condemns Origen's teachings, leading to the expulsion of Origenist monks from Egyptian monasteries. This marks the height of the First Origenist Crisis."
Date,Event,People/Culture,Location,Description
399.0,Theophilus' Festal Letter controversy,"Theophilus of Alexandria, Egyptian monks","Alexandria, Egypt","Theophilus issues a Festal Letter (pastoral letter) denouncing anthropomorphic views of God. A large mob of Alexandrian monks who held anthropomorphic views riots in the streets. Theophilus suddenly changes his position and begins denouncing Origen to appease the monks. The letter affirmed God's incorporeality, consistent with Origenist teaching. Three of four monastic abbots in Nitria refuse to allow it to be read in their communities. Angry desert ascetics travel to Alexandria to demonstrate against Theophilus, threatening violence. This marks the beginning of Theophilus' campaign against Origenism, despite his previous support for Origen's followers."
400.0,Council of Alexandria,"Theophilus, Church leaders","Alexandria, Egypt","Theophilus summons a council in Alexandria, which condemns Origen and his followers as heretics."
402.0,Expulsion of Origenist monks,"Theophilus, ""Tall Brothers""",Egypt,"Theophilus expels Origenist monks from Egyptian monasteries and banishes the four ""Tall Brothers"" who were leaders of the Nitrian community."
403.0,Synod of the Oak,"John Chrysostom, Theophilus, ""Tall Brothers""",Constantinople,"John Chrysostom, Patriarch of Constantinople, grants asylum to the expelled Tall Brothers. Theophilus uses this fact to orchestrate John Chrysostom's condemnation and removal from his position at the Synod of the Oak."
After 403,End of First Origenist Crisis,"Theophilus, Origenist monks",Egypt,"Theophilus restores normal relations with the Origenist monks in Egypt, marking the end of the first Origenist crisis."
418.0,Council of Carthage,"Pelagius, Church leaders",Carthage,"Council condemns Pelagianism, which emphasizes human free will and denies original sin."
431.0,Council of Ephesus,"Nestorius, Church leaders",Ephesus,"Council condemns Nestorianism, which teaches that Christ exists as two distinct persons (divine and human) rather than one united person. The council also condemns Pelagianism."
451.0,Council of Chalcedon,"Eutyches, Church leaders",Chalcedon,"Council condemns Monophysitism, associated with Eutyches, which teaches that Christ has only one nature (divine) rather than two (divine and human)."
524.0,Execution of Boethius,Boethius,Rome,"Execution of Boethius, who had laid groundwork for integrating classical philosophy into Christian theology. This event, shortly before the Academy's closure, accelerated the shift from pagan to Christian philosophy. In the Byzantine Empire, Christian Neoplatonism became the dominant intellectual framework, with figures like Pseudo-Dionysius the Areopagite blending Platonic ideas with Christian mysticism."
Date,Event,People/Culture,Location,Description
529.0,Closure of Platonic Academy,"Justinian I, Neoplatonist philosophers","Athens, Byzantine Empire","Justinian I ordered the closing of the Platonic Academy in Athens. The Academy's property was confiscated, and its funding ceased. This was part of Justinian's broader campaign to suppress paganism and consolidate Christian orthodoxy across the Byzantine Empire. Neoplatonist philosophers flee to the Sasanian Empire, influencing later Islamic philosophy."
529-531,Flight of philosophers,"Damascius, Simplicius of Cilicia, Neoplatonists",Byzantine Empire to Sasanian Empire,"Damascius (the last head of the Academy) and Simplicius of Cilicia, along with other Neoplatonists, flee the Byzantine Empire to avoid persecution."
531.0,Philosophers arrive in Sasanian Empire,"Damascius, Simplicius, Khosrow I",Sasanian Empire,"The philosophers arrive in the Sasanian Empire, ruled by Khosrow I (Anushirwan), who was known for his interest in Greek philosophy and science. Khosrow I welcomes the philosophers and provides them with patronage, allowing them to continue their intellectual work."
531-579,Patronage of Greek Philosophy,"Khosrow I, Damascius, Simplicius",Sasanian Empire,"Khosrow I establishes a scholarly environment in his court, where Greek, Persian, and Indian intellectual traditions are studied and translated. Damascius and Simplicius engage in writing commentaries on classical texts, particularly the works of Plato and Aristotle. Simplicius writes extensive commentaries on Aristotle's works, including the Physics, On the Heavens, and Categories, which later become influential in both Islamic and Byzantine philosophy."
531-579,Translation and Preservation of Greek Texts,"Persian scholars, Greek philosophers",Sasanian Empire,The Sasanian Empire becomes a hub for the translation of Greek texts into Middle Persian (Pahlavi). These translations later serve as a bridge for the transmission of Greek knowledge to the Islamic world. The philosophers may have collaborated with Persian scholars to translate and preserve Greek philosophical and scientific works.
531-579,Cross-cultural intellectual exchange,"Greek, Persian, Indian, Syriac scholars",Sasanian Empire,"The Sasanian court under Khosrow I is a melting pot of ideas, where Greek philosophy interacts with Zoroastrian, Indian, and Syriac Christian thought. This cross-cultural exchange enriches the intellectual landscape and lays the groundwork for later developments in Islamic philosophy."
579.0,Death of Khosrow I,"Khosrow I, Greek philosophers",Sasanian Empire,"With the death of Khosrow I, the patronage of Greek philosophers in the Sasanian Empire declines. His successors are less interested in intellectual pursuits and more focused on military and political challenges. The philosophers lose their primary source of support and begin to disperse."
Post-579,Dispersal of philosophers,"Simplicius, Greek philosophers",Various locations,"Some philosophers, including Simplicius, may have returned to the Byzantine Empire, where they continued their work in relative obscurity. Others may have remained in the Sasanian Empire or moved to other centers of learning in the Eastern Mediterranean."
628-651,Collapse of the Sasanian Empire,"Sasanian Empire, Islamic Caliphate",Middle East,"The Sasanian Empire is weakened by a prolonged war with the Byzantine Empire (602-628) and later falls to the Islamic Caliphate during the Arab-Muslim conquests (633-651). The decline of the Sasanian Empire leads to the dispersal of its intellectual community, including scholars who had preserved Greek texts."
Post-651,Transmission to Islamic Golden Age,Islamic scholars,"Baghdad, Islamic Caliphate","The Greek texts preserved and translated in the Sasanian Empire become a key resource for the Islamic Golden Age. The House of Wisdom in Baghdad, established by the Abbasid Caliphs in the 8th-9th centuries, becomes a center for the translation of Greek works into ArabiPhilosophers like Al-Kindi, Al-Farabi, and Avicenna (Ibn Sina) engage with these texts, blending Greek philosophy with Islamic theology."
Date,Event,People/Culture,Location,Description
500-700,Continuation of Greek philosophy,"Damascius, Simplicius, Persian scholars",Sasanian Empire,"Philosophers like Damascius and Simplicius continued their work under Khosrow I's patronage. They likely contributed to the translation and preservation of Greek texts, which later influenced Islamic philosophy. After Khosrow's death and the decline of the Sasanian Empire, many of these philosophers may have returned to the Byzantine Empire or dispersed further east."
500-700,Alexandrian philosophical tradition,"John Philoponus, Olympiodorus the Younger","Alexandria, Eastern Mediterranean","Alexandria remained a center of learning, though it increasingly focused on Christian theology and Aristotelian logiFigures like John Philoponus and Olympiodorus the Younger continued to teach and write, blending classical philosophy with Christian thought. The School of Alexandria became a key institution for the study of Aristotle and Neoplatonism within a Christian context."
700-900,Islamic Translation Movement,Arab scholars,"Baghdad, Islamic Caliphate","Greek philosophical texts, including works by Plato, Aristotle, and the Neoplatonists, were translated into Arabic during the Islamic Golden Age. This was facilitated by the House of Wisdom in Baghdad and other centers of learning. Philosophers like Al-Kindi, Al-Farabi, and Avicenna (Ibn Sina) engaged deeply with Greek thought, adapting it to Islamic theology and philosophy."
700-900,Islamic philosophical development,Islamic philosophers,Middle East,"Neoplatonic ideas, particularly those of Plotinus and Proclus, were integrated into Islamic metaphysics and mysticism (e.g., Sufism). The works of the Athenian philosophers who fled to the Sasanian Empire may have indirectly influenced this intellectual tradition."
700-900,Carolingian Renaissance,Monastic scholars,Western Europe,"In Western Europe, the works of classical philosophers were preserved and transmitted through monastic scriptoria. The Carolingian Renaissance saw renewed interest in classical thought."
800-1000,Macedonian Renaissance,"Michael Psellos, John Italus",Byzantine Empire,"The Byzantine Empire saw a revival of classical learning during the Macedonian Renaissance. Figures like Michael Psellos and John Italus engaged with Neoplatonism and Aristotelianism, though within a Christian framework."
800-1600,Eta caste preservation theories,Eta caste,Japan,"Hidden communities in Japan, such as the Eta caste, are theorized to have preserved Levantine taboos on leatherworking. Evidence: Zenko-ji Temple's hexagonal floor patterns and ""Ark of the Covenant"" analogies suggest possible Occidental influences."
1100-1200,European Renaissance,European scholars,Western Europe,Renewed interest in classical thought during the 12th-century Renaissance.
1200-1300,Scholastic synthesis,Thomas Aquinas,Western Europe,"Thinkers like Thomas Aquinas synthesized Aristotelian philosophy with Christian theology, shaping medieval scholasticism."
1223.0,Battle of the Kalka River,"Kievan Rus', Mongol Empire",Kalka River (Eastern Europe),The Battle of the Kalka River marks the first major encounter between the Kievan Rus' and the Mongol Empire.
Date,Event,People/Culture,Location,Description
1600-1200 BCE,Proto-Hyksos Era,Hyksos,Northern Egypt,"The Hyksos controlled northern Egypt before being expelled and migrating northward. They may have carried Mesopotamian religious symbols into Central Asia, influencing later Scythian and Saka cultures."
2000-500 BCE,Biblical Period & First Diaspora,Israelites,Middle East,"The Assyrian conquest of the Northern Kingdom of Israel in 722 BCE led to the exile of the Ten Lost Tribes, who allegedly migrated eastward through Central Asia."
700-300 BCE,Scythian Expansion,Saka-Scythians,Eurasia,"The Saka-Scythians established extensive trade networks across Eurasia, with some groups reaching the Korean Peninsula."
384-322 BCE,Earliest basilisk reference,Greek,Greece,"Aristotle mentioned a small, deadly serpent in his work Historia Animalium, though he did not explicitly call it a ""basilisk."""
57 BCE,Founding of Silla Kingdom,Silla,Korean Peninsula,"The Silla Kingdom is founded by Bak Hyeokgeose, described with ""radiant light"" motifs compared to menorah symbolism."
13 CE,Pandya Embassy to Augustus,Pandya Empire,Southern India/Rome,An embassy from Southern India visits Caesar Augustus in Samos. The sage Zarmanochegas performs self-immolation in Athens. His tomb identifies him as a Shramana (Buddhist ascetic).
77-79 CE,First formal basilisk description,Roman,Rome,"Pliny the Elder in his Natural History described the basilisk as a venomous serpent with a crown-like crest, capable of killing with its gaze or breath."
1st Century CE,Buddhist presence in Egypt,Buddhists,"Alexandria, Egypt","Buddhist gravestones from the Ptolemaic period found in Alexandria depict Dharma wheels, suggesting Buddhist presence during Christianity's emergence."
1237-1240,Mongol invasion of Kievan Rus',Mongols,Kievan Rus',Establishes the Golden Horde.
1299.0,Foundation of Ottoman Beylik,Ottomans,Northwestern Anatolia,Osman I establishes the Ottoman Beylik.
1326.0,Capture of Bursa,Ottomans,Anatolia,Bursa becomes the first major Ottoman capital.
1380.0,Battle of Kulikovo,"Russians, Tatars",Russia,Marks the beginning of Russian resistance to Tatar rule.
1389.0,Battle of Kosovo,Ottomans,Balkans,Solidifies Ottoman dominance in the Balkans.
1402.0,Battle of Ankara,"Ottomans, Timurids",Ankara,"Timur defeats the Ottomans, causing a temporary disruption."
1453.0,Fall of Constantinople,"Ottomans, Byzantines",Constantinople,"Mehmed II conquers Constantinople, ending the Byzantine Empire and marking the rise of the Ottoman Empire as a major power."
1480.0,Great Stand on the Ugra River,"Russians, Tatars",Russia,Ends Tatar dominance over Russia.
1520-1566,Reign of Suleiman the Magnificent,Ottomans,Ottoman Empire,The zenith of the Ottoman Empire.
1552.0,Conquest of Kazan Khanate,Russians,Russia,Ivan the Terrible conquers the Kazan Khanate.
1683.0,Second Siege of Vienna,Ottomans,Vienna,Marks the beginning of Ottoman decline.
1783.0,Annexation of Crimean Khanate,Russians,Crimea,Catherine the Great annexes the Crimean Khanate.
1922.0,Abolition of the Sultanate,Ottomans,Turkey,End of the Ottoman Empire.
Date,Event,People/Culture,Location,Description
302 BC,First King of Iberia,Pharnavaz I,Iberia (Georgia),"Pharnavaz becomes the first king after emerging victorious in a power struggle. He built Armaztsikhe citadel, a temple to Armazi, and created a new administrative system dividing the country into counties (saeristavos)."
237 BC,End of Pharnavaz I's reign,Iberian Kingdom,Iberia,"End of Pharnavaz I's reign, beginning a period of prosperity followed by incessant warfare against numerous invasions."
2nd century BC,Loss of territory,Iberian/Armenian Kingdoms,Southern Iberia,"Southern parts of Iberia, previously conquered from Armenia, are reunited with Armenia. Colchian lands secede to form separate princedoms (sceptuchoi)."
Late 2nd century BC,Religious conflict,King Pharnajom,Iberia,Pharnavazid king Pharnajom is dethroned by his subjects after converting to Zoroastrianism.
93 BC,New dynasty,Artaxias,Iberia,"Armenian prince Artaxias ascends the Iberian throne, establishing the Artaxiad dynasty of Iberia."
65 BC,Roman invasion,"Romans, Iberians",Iberia,Roman general Pompey invades Iberia during his war with Mithradates VI of Pontus and Armenia. Rome does not establish permanent power over Iberia.
36 BC,Roman military campaign,"Romans, King Pharnavaz II","Iberia, Caucasian Albania","Romans march on Iberia again, forcing King Pharnavaz II to join their campaign against Caucasian Albania."
1st century AD,Roman protection,"Romans, Iberians",Iberia,"Iberia accepts Roman Imperial protection while maintaining independence, becoming a free ally rather than a province."
58-106 AD,Reign of Mihdrat I,King Mihdrat I,Iberia,"King described in stone inscription at Mtskheta as ""the friend of the Caesars"" and king ""of the Roman-loving Iberians."""
75 AD,Roman fortification,Emperor Vespasian,Mtskheta,Emperor Vespasian fortifies the ancient Mtskheta site of Arzami for the Iberian kings.
116-132 AD,Reign of Pharsman II,King Pharsman II,Iberia,Iberia regains some of its former power. Relations with Emperor Hadrian were initially strained but improved under Antoninus Pius.
2nd century AD,Status change,"Romans, Iberians",Iberia,"Rome recognizes Iberia as an ally rather than a subject state, a situation that remained even during hostilities with the Parthians."
224 AD,Sasanian Empire foundation,Ardashir I,Persia,"Foundation of the Sasanian Empire, which changes Iberia's political orientation away from Rome."
241-272 AD,Persian tributary,Shapur I,Iberia,"During the reign of Sasanian ruler Shapur I, Iberia becomes a tributary of the Persian state."
260-265 AD,Reign of Amazasp III,King Amazasp III,Iberia,The Iberian king is listed as a high dignitary of the Sasanian realm and cooperates in Persian campaigns against Rome.
260s-290s AD,Zoroastrianism spread,Sasanians,Iberia,Probable establishment of Zoroastrianism in Iberia as Sasanians propagate their religion.
298 AD,Peace of Nisibis,"Romans, Persians",Iberia,"The treaty grants the Roman Empire control of Iberia again as a vassal state. Rome recognizes Mirian III as king, the first of the Chosroid dynasty."
303 AD,Christianity introduced,Saint Nino,Iberia,Saint Nino begins preaching Christianity in Iberia.
317 AD,Christianity as state religion,King Mirian III,Iberia,"King Mirian III and leading nobles convert to Christianity, declaring it the state religion, creating strong ties with Rome/Byzantium."
363 AD,Persian control,King Varaz-Bakur I,Iberia,"After Emperor Julian's death during his failed Persian campaign, Rome cedes control of Iberia to Persia. King Varaz-Bakur I becomes a Persian vassal."
387 AD,Peace of Acilisene,"Persians, Romans",Iberia,The treaty confirms Persia's control over Iberia.
406-409 AD,Brief independence,King Pharsman IV,Iberia,King Pharsman IV temporarily preserves his country's autonomy and ceases to pay tribute to Persia.
Mid-5th century,Dual official religions,"Iberians, Sasanians",Eastern Georgia,Zoroastrianism becomes a second official religion alongside Christianity under Sasanian influence.
447-502 AD,Reign of Vakhtang I,King Vakhtang I (Gorgasali),Iberia,"Period marked by relative revival. Though a Persian vassal, he secures northern borders, subjugates mountaineers, and brings western and southern Georgian lands under control."
482 AD,Uprising against Persia,King Vakhtang I,Iberia,"Vakhtang leads a general uprising against Persia, starting a twenty-year war for independence that ultimately fails."
502 AD,Death of Vakhtang I,King Vakhtang I,Iberia,Vakhtang I dies in battle against Persia.
523 AD,Failed insurrection,Gurgen,Iberia,Another unsuccessful insurrection against Persia has severe consequences. Iberian kings hold only nominal power while Persians effectively rule.
580 AD,Abolition of monarchy,Hormizd IV,Iberia,"Following King Bacurius III's death, Sasanian ruler Hormizd IV abolishes the Iberian monarchy. Iberia becomes a Persian province ruled by a marzpan (governor)."
582 AD,Appeal to Byzantium,Georgian nobles,Iberia,Georgian nobles urge Byzantine emperor Maurice to revive the kingdom of Iberia.
591 AD,Division of Iberia,"Byzantines, Persians",Iberia,"Byzantium and Persia agree to divide Iberia, with Tbilisi in Persian hands and Mtskheta under Byzantine control."
607 AD,Reunification attempt,Prince Stephan I,Iberia,Iberian prince Stephan I joins forces with Persia to reunite all territories of Iberia.
627-628 AD,Byzantine dominance,Emperor Heraclius,Georgia,"Heraclius's offensive brings victory over Georgians and Persians, ensuring Byzantine predominance until the Arab invasion."
645 AD,Arab invasion,"Arabs, Prince Stephanoz II",Iberia,Arabs reach Iberia and force Prince Stephanoz II to abandon Byzantine allegiance and recognize the Caliph. Iberia becomes a tributary state.
653 AD,Arab control,Arabs,Tbilisi,An Arab emir is installed in Tbilisi.
813-830 AD,Bagrationi dynasty begins,Eristavi Ashot I,Iberia,Ashot I establishes himself as hereditary prince of Iberia with the Byzantine title kouropalates during weakening Arab rule.
888 AD,Royal coronation,Adarnase IV,Iberia,"Adarnase IV, formally a Byzantine vassal, is crowned as ""king of Iberia."""
975-1014 AD,Georgian unification,Bagrat III,Georgia,"Bagrat III brings various principalities together to form a united Georgian monarchy, marking the transition from the Kingdom of Iberia to the Kingdom of Georgia."
Date,Event,People/Culture,Location,Description
1299.0,Foundation of the Ottoman Beylik,Osman I,Northwestern Anatolia,"Osman I establishes the Ottoman Beylik, marking the beginning of the empire."
1326.0,Capture of Bursa,Ottoman Turks,Bursa,Bursa becomes the first major Ottoman capital.
1389.0,Battle of Kosovo,"Ottoman Turks, Serbians",Kosovo,Solidifies Ottoman dominance in the Balkans.
1402.0,Battle of Ankara,"Timur, Ottomans",Ankara,"Timur defeats the Ottomans, causing a temporary disruption in the empire."
1453.0,Fall of Constantinople,"Mehmed II, Byzantines",Constantinople,"Mehmed II conquers Constantinople, ending the Byzantine Empire and establishing the Ottomans as a major power."
1517.0,Conquest of Mamluk Sultanate,Selim I,"Egypt, Syria","Selim I brings Egypt, Syria, and holy cities under Ottoman control."
1520–1566,Reign of Suleiman the Magnificent,Suleiman I,Ottoman Empire,The empire reaches its zenith with territorial expansion and cultural flourishing.
1526.0,Battle of Mohács,"Ottoman Turks, Hungarians",Hungary,Leads to Ottoman control over Hungary.
1571.0,Battle of Lepanto,"Ottomans, Holy League",Mediterranean Sea,A significant naval defeat for the Ottomans.
1683.0,Second Siege of Vienna,"Ottomans, Habsburgs",Vienna,Marks a major defeat and begins the decline of Ottoman power in Europe.
1699.0,Treaty of Karlowitz,"European Powers, Ottomans",Karlowitz,Results in significant territorial losses in Europe for the Ottomans.
1839–1876,Tanzimat Reforms,Ottoman Government,Ottoman Empire,"Aimed at modernizing administration, military, and legal systems."
1914–1918,World War I,Central Powers,Middle East,The Ottomans join the Central Powers and suffer major defeats.
1922.0,Abolition of the Sultanate,Mustafa Kemal Atatürk,Turkey,Marks the end of the Ottoman Empire.
1923.0,Establishment of Republic of Turkey,Mustafa Kemal Atatürk,Turkey,The Republic of Turkey is established under Mustafa Kemal Atatürk's leadership.
1299.0,Foundation of the Ottoman Beylik,Osman I,Northwestern Anatolia,"Osman I establishes the Ottoman Beylik, marking the beginning of the empire1."
1326.0,Capture of Bursa,Orhan Gazi,Bursa,Bursa becomes the first major Ottoman capital1.
1389.0,Battle of Kosovo,Murad I,Kosovo,Solidifies Ottoman dominance in the Balkans1.
1402.0,Battle of Ankara,"Bayezid I, Timur",Ankara,"Timur defeats the Ottomans, causing a temporary disruption in the empire1."
1453.0,Conquest of Constantinople,Mehmed II,Constantinople,Marks the end of the Byzantine Empire and the rise of the Ottoman Empire as a major power1.
1517.0,Conquest of Mamluk Sultanate,Selim I,"Egypt, Syria","Brings Egypt, Syria, and holy cities under Ottoman control5."
1520–1566,Reign of Suleiman the Magnificent,Suleiman I,Ottoman Empire,"Empire reaches its zenith with territorial expansion, legal reforms, and cultural flourishing5."
1526.0,Battle of Mohács,Suleiman I,Hungary,Leads to Ottoman control over Hungary5.
1529.0,First Siege of Vienna,Suleiman I,Vienna,Marks the furthest Ottoman advance into Europe5.
1571.0,Battle of Lepanto,Ottoman Navy,Mediterranean Sea,A significant naval defeat for the Ottomans5.
1683.0,Second Siege of Vienna,Ottoman Army,Vienna,Major defeat that begins the decline of Ottoman power in Europe2.
1699.0,Treaty of Karlowitz,Ottoman Empire,Karlowitz,Results in significant territorial losses in Europe5.
1718–1730,Tulip Era,Ottoman Society,Ottoman Empire,Period of cultural flourishing and early attempts at modernization7.
1774.0,Treaty of Küçük Kaynarca,"Ottoman Empire, Russia",Küçük Kaynarca,Loss of Crimea and significant influence in the Black Sea region7.
1821–1830,Greek War of Independence,"Greeks, Ottomans",Greece,Leads to the establishment of an independent Greece7.
1839–1876,Tanzimat Reforms,Ottoman Government,Ottoman Empire,"Aimed at modernizing the empire's administration, military, and legal systems5."
1853–1856,Crimean War,"Ottomans, Britain, France",Crimea,The Ottomans align with Britain and France against Russia7.
1876.0,First Ottoman Constitution,Ottoman Government,Ottoman Empire,Marks the beginning of the First Constitutional Era7.
1877–1878,Russo-Turkish War,"Ottoman Empire, Russia",Balkans,Leads to further territorial losses in the Balkans7.
1908.0,Young Turk Revolution,Young Turks,Ottoman Empire,Restoration of the constitution and beginning of the Second Constitutional Era7.
1912–1913,Balkan Wars,"Ottoman Empire, Balkan states",Balkans,Significant loss of territory in Europe7.
1914–1918,World War I,Ottoman Empire,Multiple fronts,The Ottomans join the Central Powers and suffer major defeats4.
1915–1916,Armenian Genocide,Ottoman Government,Anatolia,Mass deportation and killing of Armenians4.
1920.0,Treaty of Sèvres,"Allied Powers, Ottoman Empire",Sèvres,Partitioning of the Ottoman Empire7.
1922.0,Abolition of the Sultanate,Turkish Nationalists,Turkey,End of the Ottoman Empire4.
1923.0,Establishment of the Republic of Turkey,Mustafa Kemal Atatürk,Turkey,The Republic of Turkey is established under Mustafa Kemal Atatürk's leadership5.
5th–9th Century,Formation of Turkic and Mongol confederations,Turkic and Mongol tribes,"Central Asia, Eurasian steppes","The Turkic and Mongol tribes, ancestors of the Tatars, begin to form nomadic confederations in Central Asia and the steppes of Eurasia."
10th–12th Century,Kipchak Turks dominate the Pontic-Caspian steppe,"Kipchak Turks (Cumans), Slavic tribes",Pontic-Caspian steppe,The Kipchak Turks interact with Slavic tribes and the Kievan Rus'.
1223.0,Battle of the Kalka River,"Mongols (Subutai & Jebe), Kievan Rus', Cumans",Kalka River,"The first major encounter between the Kievan Rus' and the Mongol Empire, resulting in a Mongol victory."
1237–1240,Mongol invasion of Kievan Rus',"Batu Khan, Mongols",Kievan Rus',"The Mongols destroy major cities like Kiev, establishing the Golden Horde."
1242.0,The Golden Horde is established,Batu Khan,Sarai on the Volga River,The Golden Horde is established as a Mongol successor state. The Tatars become the dominant group within the Horde.
13th–14th Century,"The Golden Horde imposes the ""Tatar Yoke"" on the Russian principalities","Tatars, Russian princes (e.g., Alexander Nevsky)",Russian principalities,The Golden Horde demands tribute and loyalty from the Russian principalities. Some Russian princes cooperate to maintain their positions.
1380.0,The Battle of Kulikovo,"Dmitry Donskoy of Moscow, Golden Horde",Kulikovo Field,"Dmitry Donskoy of Moscow defeats the Golden Horde, marking the beginning of Russian resistance to Tatar rule."
1395.0,Timur (Tamerlane) invades and devastates the Golden Horde,"Timur (Tamerlane), Golden Horde",Golden Horde territory,"Timur's invasion weakens the Golden Horde, leading to its fragmentation."
1430s–1480s,Fracture of the Golden Horde,"Tatars, Mongols","Central Asia, Eastern Europe","The Golden Horde fragments into smaller khanates, including the Kazan Khanate, Crimean Khanate, and Astrakhan Khanate."
1480.0,Great Stand on the Ugra River,"Ivan III of Moscow, Golden Horde",Ugra River,"Ivan III refuses to pay tribute to the Golden Horde, effectively ending the ""Tatar Yoke"" over Russia and marking Russian independence."
1552.0,Conquest of the Kazan Khanate,"Ivan the Terrible, Tatars",Kazan,"Ivan IV (the Terrible) conquers the Kazan Khanate, incorporating it into the Russian Empire and expanding Russian influence in the Volga region."
1556.0,Conquest of the Astrakhan Khanate,Ivan the Terrible,Astrakhan,"Russia conquers the Astrakhan Khanate, further consolidating control over the Volga River region."
1475.0,Crimean Khanate becomes an Ottoman vassal,"Crimean Tatars, Ottomans",Crimea,The Crimean Khanate gains protection and support from the Ottoman Empire as a vassal state.
1571.0,Sack of Moscow by Crimean Tatars,"Devlet I Giray, Crimean Tatars",Moscow,"Devlet I Giray leads a raid that sacks Moscow, showcasing the continued military power of the Crimean Khanate."
17th Century,Raids by the Crimean Khanate,Crimean Tatars,Russian and Polish-Lithuanian territories,Frequent raids result in plundering resources and capturing slaves from neighboring regions.
1687–1689,Failed Russian campaigns against the Crimean Khanate,"Russian Empire, Crimean Tatars",Crimea,"Russia's attempts to subdue the Crimean Khanate fail, reflecting broader struggles against Ottoman influence in the region."
1735–1739,Russo-Turkish War,"Russia, Ottomans",Black Sea region,Russia challenges Ottoman and Crimean Tatar dominance in the Black Sea region during this conflict.
1774.0,Treaty of Küçük Kaynarca,"Russia, Ottomans",Küçük Kaynarca,Ends Ottoman suzerainty over the Crimean Khanate; Crimea becomes a Russian protectorate.
1783.0,Annexation of the Crimean Khanate,Catherine the Great,Crimea,"Catherine formally annexes Crimea, ending Tatar independence; many Tatars flee to Ottoman territories."
18th Century,Russian expansion into Caucasus and Central Asia,Russian Empire,"Caucasus, Central Asia",Russia incorporates Tatar and other Turkic peoples into its empire through territorial expansion.
19th Century,Russification policies under Russian rule,Tatars,"Crimea, Kazan, Siberia",The Russian Empire consolidates control over Tatar regions while enforcing Russification policies; Tatar culture and Islam persist.
1860s,Emergence of Tatar Jadidist movement,Muslim Tatars,Tatar regions,Advocates for modern education and cultural reform among Muslim Tatars under Russian rule.
1877–1878,Russo-Turkish War,"Russia, Ottomans","Balkans, Caucasus",Russia expands influence in these regions while weakening Ottoman control.
1917.0,Russian Revolution,Tatars,"Kazan, Crimea",Collapse of the Russian Empire leads to attempts by Tatars to establish independent states in Kazan and Crimea.
1920.0,Establishment of Tatar ASSR,Soviet Union,Volga region,The Tatar Autonomous Soviet Socialist Republic is created within the Soviet Union with limited autonomy for Volga Tatars.
1944.0,Deportation of Crimean Tatars,Stalin,Central Asia,"Stalin accuses Crimean Tatars of Nazi collaboration during WWII and forcibly deports them to Central Asia, nearly eradicating their presence in Crimea."
1950s–1980s,Repression of Tatars under Soviet rule,Soviet Union,USSR,"Despite repression, Tatar culture and identity persist in diaspora communities across Soviet territories."
1991.0,Post-Soviet revival of Tatar identity,Tatars,Tatarstan,Collapse of the Soviet Union allows for cultural and religious revival; Republic of Tatarstan gains significant autonomy within Russia.
2014.0,Annexation of Crimea by Russia,Crimean Tatars,Crimea,Russia's annexation leads to tensions with Crimean Tatars who largely oppose Russian rule.
21st Century,Modern Tatar identity,Tatars,Tatarstan,"Tatars maintain their language, culture, and Islamic traditions while playing a significant role in modern Russian society."
5th Century CE,Hata Clan settlement,Hata Clan,Japan,"The Hata Clan settles in Japan, introducing silk production and other cultural practices."
