1650–1550 BCE,Hyksos (ḥqꜣ(w)-ḫꜣswt),"West Semitic, Egyptian","Hyksos kings, Baal, Seth","Hyksos kings as “rulers of foreign lands”; worshipped Levantine deities (Baal, Anat); adopted Egyptian solar and royal iconography; introduced chariot warfare","Manetho, Tell el-Dab'a archaeology, Egyptian records","Nile Delta, Avaris, Lower Egypt","Baal, Seth, Ra (adopted), Canaanite gods","Chariots, composite bows, royal seals, solar motifs",Second Intermediate Period
1550 BCE,"Ahmose I, expulsion of Hyksos",Ancient Egyptian,"Pharaoh Ahmose I, Hyksos kings",Restoration of Egyptian solar kingship; Hyksos expelled to Levant,"Historical records, archaeology","Nile Delta, Near East","Ra, Seth, Baal","War reliefs, royal iconography, solar motifs",New Kingdom
1200–500 BCE,Scythians (Σκύθαι),"Iranian, Greek","Tabiti (Vesta), Papaeus (Zeus), Api (Earth), Goetosyrus (Apollo), Artimpasa (Aphrodite), Ares, Poseidon","Sun worship central; kings as solar figures; fire and sky gods; annual festival with golden solar objects (plow, ax, cup); king as “solar deputy”","Herodotus, archaeology, World History Encyclopedia1235912","Pontic-Caspian Steppe, Central Asia","Saka, Iranian deities, Greek gods (syncretic names)","No images/altars except for Ares; solar disks, animal motifs, gold regalia, chariots",Iron Age
1000–500 BCE,Sakā haumavargā (Avestan),Iranian (Avestan),Saka Haumavarga (Saka who drink Haoma),"Ritual drinkers of Haoma, linked to sacred rites, possible solar and fertility symbolism","Avesta, especially Vendidad and Yashts","Eastern Iran, Central Asia","Haoma (sacred plant/deity), Mithra, Verethragna","Ritual vessels, depictions of horsemen, haoma ceremonies",1st millennium BCE
900 BCE,Saka,Eastern Iranian,"Saka kings, Sun God (unnamed)","Saka ideology centered on the sun god; kings pledged allegiance to the sun, considering themselves its representative or even the embodiment of Mithra on earth. The sun was a symbol of royal power, cosmic order, and warrior virtue.",29.0,"Eurasian Steppe, Tarim Basin","Mithra, Indo-Iranian Sun God, Scythian deities","Sun emblem, gold armor, pointed headdress, animal motifs, solar disk, four winged horses, arrows, cross-shaped animal figures, cosmic mountain, tripartite universe (underworld, earth, sky)",Early Iron Age
700–400 BCE,Scythian golden festival,Scythian,Scythian king (solar deputy),"Annual festival with golden sacred objects, symbolic of cosmic/social order and solar kingship; horse as solar animal","Herodotus, Encyclopedia.com5",Pontic Steppe,"Tabiti, solar gods","Golden plow, ax, cup; horse sacrifice; ritual king",Iron Age
700–500 BCE,Sokar (Sakar/Seker),Ancient Egyptian,Sokar (necropolis god),"God of Saqqara necropolis, associated with rebirth, underworld, some solar cycles",Site name etymology,Saqqara,"Osiris, Ptah (syncretic)","Falcon-headed, funerary motifs, underground tombs",Late Period
700–600 BCE,Saka tribes,Iranian nomads,"Warrior tribes, horse-riding nomads",Warrior ethos linked to solar and sky gods; possible proto-Mithraic worship,"Assyrian inscriptions, Herodotus, archaeological sites","Central Asia, Pontic Steppe","Mithra, Verethragna, Ahura Mazda","Animal style art, horse and bow motifs",Early Iron Age
600–300 BCE,Scythian–Near Eastern contact,"Scythian, Assyrian","Scythian kings, Assyrian deities","Scythians influenced by Assyrian/West Asian religious customs; marital alliances, chariot warfare",Historical records8,"Near East, Black Sea, Steppe","Assyrian gods, Iranian deities","Chariots, animal style, solar motifs",Iron Age
550–330 BCE,Saka in Achaemenid inscriptions,Achaemenid Iranian,Saka as peoples and possibly deities,Saka appear as subjects and allies; some royal iconography may reflect Saka solar motifs,"Achaemenid royal inscriptions, reliefs","Iranian Plateau, Central Asia","Mithra, Ahura Mazda, Anahita","Royal reliefs, horsemen, sun symbols",Achaemenid Empire
500 BCE,Saka “Golden Man”,Eastern Iranian,Saka royal figure,"Gold regalia, solar emblems, cosmic mountain motifs; king as solar representative","Issyk Kurgan, archaeology","Kazakhstan, Steppe","Mithra, Sun God","Gold armor, pointed cap, animal motifs, solar insignia",Achaemenid Era
500 BCE,"Sakā tigraxaudā (""pointed-hat Saka"")",Iranian tribes,Specific Saka subgroup,Possibly linked to specific cults or solar warrior symbolism,Herodotus Histories,"Central Asia, Eurasian Steppe","Scythian solar deities, Ahura Mazda","Pointed hats, horse-riding warrior imagery",Classical Antiquity
400 BCE,Saka kings as solar representatives,Eastern Iranian,Saka king (embodiment of Mithra),"Rulers seen as earthly representatives or incarnations of the sun god or Mithra. Royal regalia and ritual attire were imbued with solar symbolism, reinforcing divine kingship and cosmic legitimacy.",92.0,"Central Asia, Tarim Basin","Mithra, Indo-Iranian solar deities","Sun emblems, gold-plated jackets, pointed headdress, animal motifs, cosmic and solar imagery",Classical Antiquity
300 BCE,Saka-Scythian syncretism,Iranian/Scythian,Saka/Scythian solar deities,"Overlapping sky/sun gods, warrior cults, cosmic kingship, solar oaths",Comparative studies,"Steppe, Central Asia","Scythian solar gods, Indra (as Sakra/Sakka), Varuna","Animal style, solar disks, chariots",Hellenistic Period
250 BCE–150 CE,Saka influences in Kushan Empire,Kushan (Iranian/Indian),Saka cultural-religious elements,Solar and warrior cults syncretized with Buddhism and Iranian deities,"Kushan coinage, archaeological evidence","Central Asia, Northern India","Mithra, Surya, Buddha","Coins with solar motifs, warrior iconography",Kushan Empire
100 BCE–100 CE,Saka-related deities in Central Asia and India,"Iranian, Indian",Syncretic solar and warrior gods,Fusion of Iranian solar deities with Indian Surya and local gods,"Indian epics, Central Asian archaeological finds","Central Asia, Northern India","Mithra, Surya, Indra","Solar disks, chariots, horsemen, weapons",Late Classical Period
100 BCE,Saka in Buddhist/Vedic traditions,"Indian, Buddhist, Iranian","Sakka/Sakra (Indra), Saka kings","Sakka as king of gods (Indra); Saka rulers as dharma kings, solar symbolism","Buddhist texts, Indian epics","India, Central Asia","Indra, Sakka, Vedic gods","Kingly regalia, thunderbolt, chariot, solar disk",Late Classical Period
100 CE,Saka royal and solar symbolism persists,Eastern Iranian,"Saka kings, Sun God","Saka kings continued to use solar and cosmic motifs in royal burials and regalia, maintaining the ideology of divine kingship under the sun’s protection.",298.0,"Central Asia, Tarim Basin","Mithra, Sun God, Buddhist Sakka","Gold armor, sun emblems, cosmic mountain motifs, animal style art",Early Common Era
100–300 CE,Saka-related cults in Central Asia,Central Asian nomads,Solar and warrior cults,Solar deity worship linked to royal power and cosmic order,"Archaeological sites, Chinese and Roman sources",Central Asia,"Mithra, Verethragna, local solar gods","Animal style art, sun symbols, horse and bow motifs",Early Common Era
300–700 CE,Saka cultural legacy in Sogdiana and Tokharistan,"Iranian (Sogdian, Tokharian)",Local deities with solar and warrior traits,Syncretism with Zoroastrian and Buddhist solar figures,"Sogdian texts, murals, coins",Central Asia,"Mithra, Surya, Buddha, local deities","Murals with solar halos, warrior imagery",Late Antiquity
1900 CE–present,Saka as ethnic and cultural identity,Various,"Historical peoples, cultural legacy",Symbolic solar and warrior heritage in modern Central Asian cultures,"Historical linguistics, ethnography",Central Asia,Historical Iranian and Turkic solar deities,"Revivalist art, cultural symbolism",Contemporary
2024 CE,Saqqara as “open-air museum”,Modern Egypt,-,Saqqara preserves all phases of Egyptian funerary and solar cults; ongoing discoveries,Archaeological surveys,Saqqara,-,"Step pyramids, tombs, solar and underworld motifs",Modern
Date,Original Form/Name (Transliteration),Language/Culture,Deity / Figure,Solar / Messianic / Syncretic Attributes,Evidence/Sources,Region,Syncretized / Related Deities / Figures,Iconography / Artistic Motifs,Period
2649–2130 BCE,"Akhet, Benben, Ra, Atum, Khepri",Ancient Egyptian (Old Kingdom),"Ra, Atum, Khepri, Pharaoh","Sun God (Ra), Pharaoh; Pyramids as solar symbols; king’s soul rises to join the sun; Akhet as the sun’s abode; Benben stone as solar origin; pharaoh as solar being","Pyramid Texts, tomb reliefs, architecture","Saqqara, Sahara, Egypt","Ra, Atum, Khepri, Osiris (later)","Pyramids, solar disk, Akhet symbol, Benben stone, sun boats",Old Kingdom
2465–2323 BCE,"Sun temples, Ra",Ancient Egyptian (Dynasty 5),"Ra, Pharaoh",Solar cult at its height; kings build sun temples; offerings “solarized” before burial; king’s regnal names linked to Ra,"Sun temple ruins, reliefs","Abusir, Saqqara, Sahara","Ra, Osiris (emerging)","Sun temples, solar altars, solarized offerings, reliefs of king with sun and deities",Dynasty 5
2458–2446 BCE,Sahure,Ancient Egyptian,Pharaoh Sahure,"Triumph over enemies, solar symbolism in temple reliefs",Pyramid complex of Sahure,"Abusir, Saqqara","Ra, deified pharaoh","Reliefs: king, sun disk, offering bearers, solar motifs",Dynasty 5
2353–2323 BCE,"Unis, Pyramid Texts",Ancient Egyptian,"Pharaoh Unis, Osiris","Pyramid Texts focus on Osiris, still reference solar journey",Pyramid Texts,Saqqara,"Osiris, Ra","Pyramid texts, funerary spells, solar and Osirian motifs",Dynasty 5/6
2000–1500 BCE,Saka (Old Iranian),Eastern Iranian,Saka (tribal confederation / ethnonym),"Associated with sky gods, solar deities, warrior cults; possible link to Scythian solar beliefs","Old Persian inscriptions, Herodotus, archaeological finds","Central Asia, Eurasian Steppe","Scythian deities, Iranian Ahuras, Sun gods (Hvare-khshaeta)","Animal style art, warrior motifs, solar symbolism (sun disks)",Early 2nd millennium BCE onward
1650–1550 BCE,Hyksos (ḥqꜣ(w)-ḫꜣswt),"West Semitic, Egyptian","Hyksos kings, Baal, Seth","Hyksos kings as “rulers of foreign lands”; worshipped Levantine deities (Baal, Anat); adopted Egyptian solar and royal iconography; introduced chariot warfare","Manetho, Tell el-Dab'a archaeology, Egyptian records","Nile Delta, Avaris, Lower Egypt","Baal, Seth, Ra (adopted), Canaanite gods","Chariots, composite bows, royal seals, solar motifs",Second Intermediate Period
1550 BCE,"Ahmose I, expulsion of Hyksos",Ancient Egyptian,"Pharaoh Ahmose I, Hyksos kings",Restoration of Egyptian solar kingship; Hyksos expelled to Levant,"Historical records, archaeology","Nile Delta, Near East","Ra, Seth, Baal","War reliefs, royal iconography, solar motifs",New Kingdom
1200–500 BCE,Scythians (Σκύθαι),"Iranian, Greek","Tabiti (Vesta), Papaeus (Zeus), Api (Earth), Goetosyrus (Apollo), Artimpasa (Aphrodite), Ares, Poseidon","Sun worship central; kings as solar figures; fire and sky gods; annual festival with golden solar objects (plow, ax, cup); king as “solar deputy”","Herodotus, archaeology, World History Encyclopedia","Pontic-Caspian Steppe, Central Asia","Saka, Iranian deities, Greek gods (syncretic names)","No images/altars except for Ares; solar disks, animal motifs, gold regalia, chariots",Iron Age
1000–500 BCE,Sakā haumavargā (Avestan),Iranian (Avestan),Saka Haumavarga (Saka who drink Haoma),"Ritual drinkers of Haoma, linked to sacred rites, possible solar and fertility symbolism","Avesta, especially Vendidad and Yashts","Eastern Iran, Central Asia","Haoma (sacred plant/deity), Mithra, Verethragna","Ritual vessels, depictions of horsemen, haoma ceremonies",1st millennium BCE
900 BCE,Saka,Eastern Iranian,"Saka kings, Sun God (unnamed)","Saka ideology centered on the sun god; kings pledged allegiance to the sun, considering themselves its representative or even the embodiment of Mithra on earth. The sun was a symbol of royal power, cosmic order, and warrior virtue.",Comparative studies,"Eurasian Steppe, Tarim Basin","Mithra, Indo-Iranian Sun God, Scythian deities","Sun emblem, gold armor, pointed headdress, animal motifs, solar disk, four winged horses, arrows, cross-shaped animal figures, cosmic mountain, tripartite universe (underworld, earth, sky)",Early Iron Age
700–400 BCE,Scythian golden festival,Scythian,Scythian king (solar deputy),"Annual festival with golden sacred objects, symbolic of cosmic/social order and solar kingship; horse as solar animal","Herodotus, Encyclopedia.com",Pontic Steppe,"Tabiti, solar gods","Golden plow, ax, cup; horse sacrifice; ritual king",Iron Age
700–500 BCE,Sokar (Sakar/Seker),Ancient Egyptian,Sokar (necropolis god),"God of Saqqara necropolis, associated with rebirth, underworld, some solar cycles",Site name etymology,Saqqara,"Osiris, Ptah (syncretic)","Falcon-headed, funerary motifs, underground tombs",Late Period
700–600 BCE,Saka tribes,Iranian nomads,"Warrior tribes, horse-riding nomads",Warrior ethos linked to solar and sky gods; possible proto-Mithraic worship,"Assyrian inscriptions, Herodotus, archaeological sites","Central Asia, Pontic Steppe","Mithra, Verethragna, Ahura Mazda","Animal style art, horse and bow motifs",Early Iron Age
600–300 BCE,Scythian–Near Eastern contact,"Scythian, Assyrian","Scythian kings, Assyrian deities","Scythians influenced by Assyrian/West Asian religious customs; marital alliances, chariot warfare",Historical records,"Near East, Black Sea, Steppe","Assyrian gods, Iranian deities","Chariots, animal style, solar motifs",Iron Age
550–330 BCE,Saka in Achaemenid inscriptions,Achaemenid Iranian,Saka as subjects/warriors/deities,Appear in royal inscriptions; royal iconography reflects Saka solar motifs,"Persepolis reliefs, Behistun Inscription","Iranian Plateau, Central Asia","Mithra, Ahura Mazda, Anahita","Royal reliefs, sun symbols, mounted archers",Achaemenid Empire
500 BCE,Saka “Golden Man”,Eastern Iranian,Saka royal figure,"Lavish gold armor, solar insignia, cosmic motifs; king as divine solar figure",Issyk Kurgan burial,"Kazakhstan, Steppe","Mithra, Sun God","Gold armor, cosmic motifs, solar disk, tripartite symbols",Achaemenid Era
500 BCE,"Sakā tigraxaudā (""pointed-hat Saka"")",Iranian tribes,Saka subgroup,Famous for tall pointed hats; possible sun-worship warrior caste,Herodotus,"Central Asia, Eurasian Steppe","Scythian solar deities, Ahura Mazda","Pointed hats, warrior iconography",Classical Antiquity
400 BCE,Saka kings as solar representatives,Eastern Iranian,Saka king (embodiment of Mithra),Kings viewed as solar agents; ruled with divine authority from the Sun; sacred kingship,"Comparative religion, archaeology","Central Asia, Tarim Basin","Mithra, Indo-Iranian solar deities","Gold regalia, sun emblems, cosmic animal motifs",Classical Antiquity
300 BCE,Saka-Scythian syncretism,Iranian/Scythian,Saka/Scythian solar deities,"Fusion of sky/sun gods, warrior cults; beginning of Mithraic trends; cosmic order enforced by kings","Comparative studies, mythological parallels","Steppe, Central Asia","Scythian solar gods, Sakra (Indra), Varuna","Chariots, solar disks, animal iconography",Hellenistic Period
250 BCE–150 CE,Saka influence in Kushan Empire,Kushan (Iranian-Indian),Saka cultural elements,"Solar, warrior and royal symbols blended with Buddhist and Zoroastrian beliefs","Coinage, inscriptions, Gandharan art","Bactria, Northern India","Surya, Mithra, Buddha, Ahura Mazda","Coins with solar disks, fire altars, warrior kings",Kushan Empire
100 BCE–100 CE,Saka-related deities in India,"Indian, Iranian","Sakka (Sakra/Indra), solar kings",Saka rulers tied to Vedic and Buddhist solar figures; dharmic kingship,"Buddhist scriptures, Indian epics","India, Central Asia","Sakka/Indra, Surya, Mithra","Solar regalia, thunderbolt, royal canopy, dharma wheel",Late Classical Period
100 CE,Saka royal solar symbolism persists,Eastern Iranian,"Saka kings, Sun God",Continued use of solar symbolism in royal burials; gold armor and cosmic kingship themes,Archaeological sites,"Central Asia, Tarim Basin","Mithra, Sun God, Buddhist Sakka","Sun symbols, gold armor, cosmic mountain motifs",Early Common Era
100–300 CE,Saka-related cults in Central Asia,Central Asian nomads,Solar and warrior cults,Cults continued solar worship with ties to royal ideology; nomadic rites and sky symbolism,"Chinese and Roman records, archaeology",Central Asia,"Mithra, Verethragna, local sky gods","Horse archers, fire worship, solar disks",Early Common Era
300–700 CE,"Saka legacy in Sogdiana, Tokharistan","Iranian (Sogdian, Tokharian)","Local deities, solar kings",Solar motifs in art and religion; Saka legacy blended with Buddhism and Zoroastrianism,"Sogdian murals, Zoroastrian texts, Buddhist iconography",Central Asia,"Surya, Buddha, Mithra, local kings","Solar halos, warrior saints, cosmic animals",Late Antiquity
700–1000 CE,Continuity in Central Asian steppe,Central Asian nomads,Solar/sky warrior cults,"Steppe empires (Göktürks, Uighurs) retained sky god worship, solar kingship imagery","Chinese histories, Turkic inscriptions","Steppe, Central Asia","Tengri (Sky God), Mithra","Sky disks, sun-facing tombs, royal sun symbolism",Early Medieval Period
1900 CE–Present,Saka identity as cultural memory,Central Asian peoples,"Heroic ancestors, Sun symbols","Revived in nationalistic, folkloric, and archaeological narratives","Ethnographic studies, museums, nationalist literature","Kazakhstan, Uzbekistan, Turkmenistan",Turkic and Iranian gods,"Revivalist solar symbols, golden armor, festivals",Contemporary
2024 CE,Saqqara as “open-air museum”,Modern Egypt,-,Ongoing excavations reinforce the continuity of solar and funerary traditions from Old Kingdom onward,"Modern archaeology, Egyptian Ministry of Antiquities",Saqqara,-,"Tombs, pyramids, solar reliefs, funerary architecture",Modern
Date,Original Form/Name (Transliteration),,,,,,,,
Year,Author/Thinker,Work/Context,Reference to Mithras,,,,,,
-450.0,Herodotus,Histories,Mentions Persian worship of Mithras (P),,,,,,
-380.0,Plato,Timaeus,"Describes cosmology with ascent of the soul, later echoed in Mithraic thought",,,,,,
-370.0,Xenophon,Cyropaedia,"References Persian religious practices, including Mithras (P)",,,,,,
-330.0,Duris of Samos,Historical accounts,"Notes on Persian customs, possibly including Mithras (P)",,,,,,
-200.0,Plutarch,De Iside et Osiride,Links Mithras to Persian solar and light symbolism,,,,,,
-20.0,Strabo,Geography,"Discusses Persian religious beliefs, including Mithras (P)",,,,,,
50.0,Quintus Curtius,History of Alexander,"References Persian deities, possibly including Mithras (P)",,,,,,
77.0,Pliny the Elder,Natural History,Mentions Mithras in the context of Persian worship (P),,,,,,
100.0,Plutarch,Various works,Expands on Mithras’ solar associations and role in Persian religion,,,,,,
125.0,Lucian,Dialogues,Alludes to Mithras in Persian theological discussions (P),,,,,,
170.0,Celsus (via Origen),True Doctrine,Critiques Mithras as a source of ancient wisdom (P),,,,,,
200.0,Zenobius the Sophist,Proverbia,Lists Mithras among eight cosmic deities (R),,,,,,
210.0,Porphyry,De antro nympharum,"Describes Mithras symbolically, referencing Eubulus (R)",,,,,,
210.0,Tertullian,Adversus Valentinianos,Critiques Mithras in context of Gnostic beliefs (R),,,,,,
215.0,Cassius Dio,Roman History,Notes Mithras in context of Parthian royalty and Roman imperial events (P),,,,,,
250.0,Origen,Contra Celsum,"Defends Mithras as an ancient, wise religious figure (P)",,,,,,
260.0,Porphyry,De antro nympharum (revisited),Further develops the symbolic/cosmological view of Mithraic Mysteries (R),,,,,,
260–270,Plotinus,Enneads,Discusses the soul's ascent—mirroring Mithraic mystery teachings,,,,,,
280–310,Iamblichus,De Mysteriis,On theurgy and soul ascent; parallels with Mithraic initiation themes,,,,,,
350.0,Julian the Apostate,Against the Galileans,Advocates revival of Mithraism in Neoplatonic form,,,,,,
360.0,Synesius of Cyrene,Letters & Hymns,Integrates Mithraic solar imagery into Neoplatonic-Christian synthesis,,,,,,
