Timeline of Brennus and the Celtic Invasions,,
"Brennus (Leader of the Senones, Sack of Rome)",,
Winter 279-278 BCE,Celtic Retreat,"Surviving forces under Acichorius retreat northward, harassed by Greek forces"
Aftermath and Celtic Legacy (278 BCE - Later Influences),,
Year,Event,Details
278-277 BCE,Invitation to Asia Minor,Nicomedes I of Bithynia invites Celtic mercenaries to cross to Asia Minor
277 BCE,Crossing to Anatolia,"Approximately 20,000 Celtic survivors cross the Hellespont"
277-275 BCE,Service in Bithynia,"Celts serve Nicomedes in his civil war, gaining reputation as fierce warriors"
275 BCE,Battle of Elephants,Seleucid king Antiochus I defeats Galatians using war elephants
274-262 BCE,Galatian Settlement,"Celtic tribes settle in central Anatolia, establishing the region later known as Galatia"
241-240 BCE,Attalid Victory,"Attalus I of Pergamon defeats Galatians, commissioning famous ""Dying Gaul"" sculptures"
225 BCE,Battle of Telamon,"Romans defeat Cisalpine Gauls in Italy, beginning final conquest of Po Valley"
191 BCE,Roman-Galatian Conflict,"Romans under Manlius Vulso invade Galatia, subjugating the region"
64 BCE,Galatia Becomes Client Kingdom,"Pompey reorganizes East, making Galatia a Roman client state"
49-45 BCE,Caesar's Gallic Accounts,"Julius Caesar publishes his ""Gallic Wars,"" shaping Roman view of Celts"
25 BCE,Galatia Becomes Roman Province,Emperor Augustus converts Galatia into a formal Roman province
48-52 CE,Galatian Christianity,St. Paul visits and writes Epistle to the Galatians
92-94 CE,Tacitus's Germania,Roman historian Tacitus records information about Celtic and Germanic peoples
12th Century CE,Geoffrey of Monmouth,Medieval chronicler incorporates Brennus into legendary British history
18th-19th Century CE,Celtic Revival,Romantic nationalist movements revive interest in Celtic heritage
20th Century CE,Archaeological Discoveries,Modern archaeology reveals actual extent and sophistication of Celtic civilization
