240.0,CE,1000+,CE,Manichaeans,"Persia, spread globally",Mani,"Radical dualism, light particles trapped in matter, strict asceticism",Most successful gnostic-influenced religion,,,
250.0,CE,500.0,CE,Desert Fathers/Mothers,Egyptian desert,"Anthony the Great, Pachomius, Amma Syncletica","Extreme asceticism, spiritual warfare, continuous prayer",Founders of Christian monasticism,,,
270.0,CE,400.0,CE,Cult of Sol Invictus,Roman Empire,Emperor Aurelian (promoter),"Solar worship, imperial cult elements",Official state religion before Christianity,,,
300.0,CE,330.0,CE,School of Iamblichus,Syria,Iamblichus,"Theurgic Neoplatonism, ritual magic, divine hierarchies",Combined philosophical study with ritual practice,,,
360.0,CE,600.0,CE,Messalians,"Syria, Asia Minor",Various wandering ascetics,"Continuous prayer, rejection of sacraments, claimed direct experience of Holy Spirit",Influenced later Byzantine mysticism,,,
370.0,CE,600.0,CE,Priscillianists,"Spain, Gaul",Priscillian of Avila,"Asceticism, apocryphal texts, possible astrological practices",First Christians executed for heresy by secular authority,,,
390.0,CE,415.0,CE,School of Hypatia,Alexandria,Hypatia,"Mathematics, astronomy, Neoplatonic philosophy",Female-led philosophical school,,,
400.0,CE,600.0,CE,Euchites,"Syria, Constantinople",Unknown leaders,"Continuous prayer, claimed ability to see Trinity directly",Mystical prayer movement considered heretical,,,
400.0,CE,600.0,CE,Hesychasts (early),"Syria, Egypt","Evagrius Ponticus, John Climacus","Prayer of the heart, breath control techniques, inner stillness",Early development of what became Orthodox mysticism,,,
400.0,CE,1000.0,CE,Harranians,Harran (Turkey),Thabit ibn Qurra,"Planetary worship, Hermetic-Sabianist syncretism",Preserved Hermetic knowledge into Islamic era,,,
500.0,CE,565.0,CE,Circle of Olympiodorus,Alexandria,Olympiodorus the Younger,"Alchemy, Aristotelian-Neoplatonic synthesis",Bridge between pagan philosophy and early medieval thought,,,
